,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type,lnglat
73,ROOFTOP,"1281 Eastern Pkwy #4B, Brooklyn, NY 11213, USA",Ei40QiwgMTI4MSBFYXN0ZXJuIFBrd3ksIEJyb29rbHluLCBOWSAxMTIxMywgVVNBIh4aHAoWChQKEglNAP5qfVzCiRFQ6wNqQzGkuhICNEI,1281 EASTERN PARKWAY APT 4B BROOKLYN NY 11213,40.668984,-73.925878,1,11213,OK,subpremise,"[-73.925878, 40.668984]"
74,ROOFTOP,"520 Crown St #17A, Brooklyn, NY 11213, USA",EioxN0EsIDUyMCBDcm93biBTdCwgQnJvb2tseW4sIE5ZIDExMjEzLCBVU0EiHxodChYKFAoSCWOgIq9-W8KJEX-bNADiSzQrEgMxN0E,520  CROWN STREET 17 A Brooklyn NY 11213,40.6655067,-73.9412174,1,11213,OK,subpremise,"[-73.9412174, 40.6655067]"
75,ROOFTOP,"984 Lincoln Pl, Brooklyn, NY 11213, USA",ChIJ-fnwnHhbwokRDYcntwsMG-U,984  LINCOLN PLACE  Brooklyn NY 11213,40.67025,-73.943914,1,11213,OK,street_address,"[-73.9439139999999, 40.67025]"
76,ROOFTOP,"831 Lincoln Pl, Brooklyn, NY 11216, USA",ChIJIbY_4XdbwokRdghxs50Ib3E,831 LINCOLN PLACE 2 BROOKLYN NY 11216,40.670929,-73.948942,2,11216,OK,street_address,"[-73.948942, 40.670929]"
77,ROOFTOP,"641 Crown St B5, Brooklyn, NY 11213, USA",EilCNSwgNjQxIENyb3duIFN0LCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJw4ehIn5bwokRzjCfaPXB5A4SAkI1,641  CROWN STREET B5 Brooklyn NY 11213,40.6658128,-73.9365791,1,11213,OK,subpremise,"[-73.9365791, 40.6658128]"
78,ROOFTOP,"809 Park Pl #3B, Brooklyn, NY 11216, USA",EigzQiwgODA5IFBhcmsgUGwsIEJyb29rbHluLCBOWSAxMTIxNiwgVVNBIh4aHAoWChQKEglpScGrnVvCiRGCpNUF19YsfxICM0I,809  PARK PLACE 3B Brooklyn NY 11216,40.673677,-73.9509758,1,11216,OK,subpremise,"[-73.9509758, 40.673677]"
79,ROOFTOP,"285 Albany Ave #2C, Brooklyn, NY 11213, USA",EisyQywgMjg1IEFsYmFueSBBdmUsIEJyb29rbHluLCBOWSAxMTIxMywgVVNBIh4aHAoWChQKEgkhzoXLgVvCiRG8uAGkMm3eeBICMkM,285  ALBANY AVENUE 2 C BROOKLYN NY 11213,40.670775,-73.9390946,1,11213,OK,subpremise,"[-73.9390945999999, 40.670775]"
80,ROOFTOP,"201 Crown St #5H, Brooklyn, NY 11225, USA",Eik1SCwgMjAxIENyb3duIFN0LCBCcm9va2x5biwgTlkgMTEyMjUsIFVTQSIeGhwKFgoUChIJabQh_3NbwokRLmGwBRa3AIsSAjVI,201 CROWN STREET 5H Brooklyn NY 11225,40.6666457,-73.9538459,1,11225,OK,subpremise,"[-73.9538458999999, 40.6666457]"
81,ROOFTOP,"734 Franklin Ave #3A, Brooklyn, NY 11238, USA",Ei0zQSwgNzM0IEZyYW5rbGluIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHhocChYKFAoSCftZEcifW8KJEfpLWvqkw3wTEgIzQQ,734 FRANKLIN AVE 3A BROOKLYN 11238,40.6735899,-73.9570209,1,11238,OK,subpremise,"[-73.9570209, 40.6735899]"
82,ROOFTOP,"1720 Bedford Ave, Brooklyn, NY 11225, USA",ChIJXS5uIHNbwokRoETuyLubeLM,1720  BEDFORD AVENUE 12-E Brooklyn NEW YORK 11225,40.6649986,-73.9583001,1,11225,OK,street_address,"[-73.9583001, 40.6649986]"
83,ROOFTOP,"934 Pacific St, Brooklyn, NY 11238, USA",ChIJ5wOws6NbwokRGSvQrSwGUGA,934  PACIFIC ST (3)  BROOKLYN NY 11238,40.6797326,-73.9626513,2,11238,OK,premise,"[-73.9626513, 40.6797326]"
84,ROOFTOP,"985 Bergen St, Brooklyn, NY 11216, USA",ChIJ42F7sp5bwokRMFTVXaqN2PQ,985 BERGEN ST 2 BROOKLYN 11216,40.6767219,-73.9543854,2,11216,OK,premise,"[-73.9543853999999, 40.6767219]"
85,ROOFTOP,"424 Prospect Pl #1A, Brooklyn, NY 11238, USA",EiwxQSwgNDI0IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJKx_KqaFbwokRYCAdLHDXjtoSAjFB,424  PROSPECT PLACE 1A BROOKLYN NY 11238,40.67599,-73.962346,1,11238,OK,subpremise,"[-73.962346, 40.67599]"
86,ROOFTOP,"1760 Park Pl #1C, Brooklyn, NY 11233, USA",EikxQywgMTc2MCBQYXJrIFBsLCBCcm9va2x5biwgTlkgMTEyMzMsIFVTQSIeGhwKFgoUChIJBZOt8GNcwokRskhDxRA-PugSAjFD,1760 PARK PLACE 1C Brooklyn NY 11233,40.671555,-73.9189664,1,11233,OK,subpremise,"[-73.9189664, 40.671555]"
87,ROOFTOP,"642 Kingsborough 6th Walk #2A, Brooklyn, NY 11233, USA",EjYyQSwgNjQyIEtpbmdzYm9yb3VnaCA2dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCcXA7CFlXMKJEQPe8izM4YuEEgIyQQ,642 KINGSBOROUGH 6TH WALK 2A BROOKLYN 11233,40.6751265,-73.9228428,1,11233,OK,subpremise,"[-73.9228428, 40.6751265]"
88,ROOFTOP,"1324 Carroll St #4C, Brooklyn, NY 11213, USA",Eiw0QywgMTMyNCBDYXJyb2xsIFN0LCBCcm9va2x5biwgTlkgMTEyMTMsIFVTQSIeGhwKFgoUChIJ59B9nnlbwokRzhB38rftBywSAjRD,1324 CARROLL ST 4C BROOKLYN 11213,40.6666159,-73.9449374,1,11213,OK,subpremise,"[-73.9449374, 40.6666159]"
89,ROOFTOP,"1162 Dean St, Brooklyn, NY 11216, USA",ChIJDzqjhptbwokRlNZIymfgkP4,1162 DEAN STREET BROOKLYN NY 11216,40.676695,-73.951121,1,11216,OK,street_address,"[-73.951121, 40.676695]"
90,ROOFTOP,"194 Schenectady Ave, Brooklyn, NY 11213, USA",ChIJL7erIn9cwokRbxDC-Ypl0RE,194 SCHENECTADY AVENUE 2 Brooklyn NY 11213,40.6727274,-73.9337088,2,11213,OK,premise,"[-73.9337087999999, 40.6727274]"
91,ROOFTOP,"576 Eastern Pkwy #6G, Brooklyn, NY 11225, USA",Ei02RywgNTc2IEVhc3Rlcm4gUGt3eSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCd8veJh3W8KJEQJUZHS9ct3sEgI2Rw,576  EASTERN PARKWAY 6G BROOKLYN NY 11225,40.669229,-73.9491989,1,11225,OK,subpremise,"[-73.9491989, 40.669229]"
92,ROOFTOP,"948 Eastern Pkwy, Brooklyn, NY 11213, USA",ChIJI2SZ7n9bwokRiBO63x0toR8,948 EASTERN PARKWAY Brooklyn NY 11213,40.6686446,-73.9370613,1,11213,OK,premise,"[-73.9370613, 40.6686446]"
93,ROOFTOP,"403 Howard Ave, Brooklyn, NY 11233, USA",ChIJx2cyLmRcwokR_TIjhPGoAiM,403 HOWARD AVENUE 301 Brooklyn NY 11233,40.6738914,-73.9191774,2,11233,OK,street_address,"[-73.9191774, 40.6738914]"
94,ROOFTOP,"1675 Lincoln Pl #4D, Brooklyn, NY 11233, USA",Eiw0RCwgMTY3NSBMaW5jb2xuIFBsLCBCcm9va2x5biwgTlkgMTEyMzMsIFVTQSIeGhwKFgoUChIJkUo3VGJcwokRpU5CvMLoSiESAjRE,1675  LINCOLN PLACE 4 D BROOKLYN NY 11233,40.6694216,-73.9210791,1,11233,OK,subpremise,"[-73.9210791, 40.6694216]"
95,ROOFTOP,"49 Crown St, Brooklyn, NY 11225, USA",ChIJCXwzpgxbwokRlDn_AiS4poM,49  CROWN STREET 19-J BROOKLYN NY 11225,40.6676227,-73.9596317,2,11225,OK,premise,"[-73.9596317, 40.6676227]"
96,ROOFTOP,"1285 Bergen St, Brooklyn, NY 11213, USA",ChIJRUyYGoRbwokRePtNE8LHTuU,1285 BERGEN STREET Brooklyn NY 11213,40.6759096,-73.94256,1,11213,OK,premise,"[-73.94256, 40.6759096]"
97,ROOFTOP,"1322 Bedford Ave, Brooklyn, NY 11216, USA",ChIJg0BP25tbwokRVO2iQhARnFA,1322 BEDFORD AVENUE 3012 Brooklyn NY 11216,40.6784706,-73.9530472,2,11216,OK,"establishment,local_government_office,point_of_interest","[-73.9530472, 40.6784706]"
98,ROOFTOP,"693 Bergen St, Brooklyn, NY 11238, USA",ChIJBZt0EKRbwokRkCZHzxHM2NY,693 BERGEN STREET 3 BROOKLYN NY 11238,40.6792019,-73.966206,2,11238,OK,street_address,"[-73.966206, 40.6792019]"
99,ROOFTOP,"60 New York Ave #3L, Brooklyn, NY 11216, USA",EiwzTCwgNjAgTmV3IFlvcmsgQXZlLCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJX4Q10YRbwokRRwyEpjrqrqISAjNM,60  NEW YORK AVENUE 3L Brooklyn NY 11216,40.6780169,-73.9472562,1,11216,OK,subpremise,"[-73.9472562, 40.6780169]"
100,ROOFTOP,"1933 Union St #2K, Brooklyn, NY 11233, USA",EioySywgMTkzMyBVbmlvbiBTdCwgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCW06xgGIXMKJEWhQueoL7cCQEgIySw,1933 UNION STREET 2 K Brooklyn NY 11233,40.6676314,-73.923984,1,11233,OK,subpremise,"[-73.923984, 40.6676314]"
101,ROOFTOP,"95 Utica Ave, Brooklyn, NY 11213, USA",ChIJ18nIfXlcwokRfhm1ZKVVyAk,95  UTICA AVENUE PH BROOKLYN NY 11213,40.6755535,-73.9302185,1,11213,OK,premise,"[-73.9302185, 40.6755535]"
102,ROOFTOP,"921 Washington Ave #6F, Brooklyn, NY 11225, USA",Ei82RiwgOTIxIFdhc2hpbmd0b24gQXZlLCBCcm9va2x5biwgTlkgMTEyMjUsIFVTQSIeGhwKFgoUChIJS3p2lAxbwokRe-svsrXhyOcSAjZG,921 WASHINGTON AVE 6F BROOKLYN 11225,40.6669947,-73.9614258,1,11225,OK,subpremise,"[-73.9614258, 40.6669947]"
103,ROOFTOP,"1700 Bedford Ave #21A, Brooklyn, NY 11225, USA",Ei4yMUEsIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMjFB,1700 BEDFORD AVENUE APT 21A BROOKLYN NY 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
104,ROOFTOP,"1700 Bedford Ave #17K, Brooklyn, NY 11225, USA",Ei4xN0ssIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMTdL,1700  BEDFORD AVENUE 17K Brooklyn NY 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
105,ROOFTOP,"1700 Bedford Ave #4L, Brooklyn, NY 11225, USA",Ei00TCwgMTcwMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZG03uZyW8KJEZfGdZpoQFiHEgI0TA,1700  BEDFORD AVENUE 4L Brooklyn NY 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
106,ROOFTOP,"1700 Bedford Ave, Brooklyn, NY 11225, USA",ChIJkbTe5nJbwokRl8Z1mmhAWIc,1700 BEDFORD AVENUE 3 N Brooklyn NY 11225,40.6646109,-73.9577626,1,11225,OK,street_address,"[-73.9577626, 40.6646109]"
107,ROOFTOP,"1700 Bedford Ave #8B, Brooklyn, NY 11225, USA",Ei04QiwgMTcwMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZG03uZyW8KJEZfGdZpoQFiHEgI4Qg,1700 BEDFORD AVE 8B BROOKLYN 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
108,ROOFTOP,"1700 Bedford Ave #22K, Brooklyn, NY 11225, USA",Ei4yMkssIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMjJL,1700 BEDFORD AVE 22K BROOKLYN 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
109,ROOFTOP,"1700 Bedford Ave #5N, Brooklyn, NY 11225, USA",Ei01TiwgMTcwMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZG03uZyW8KJEZfGdZpoQFiHEgI1Tg,"1700  BEDFORD AVENUE 5N BROOKLYN, NY 11225",40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
110,ROOFTOP,"1700 Bedford Ave #11A, Brooklyn, NY 11225, USA",Ei4xMUEsIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMTFB,1700  BEDFORD AVENUE 11 A Brooklyn NY 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
111,ROOFTOP,"1700 Bedford Ave #11A, Brooklyn, NY 11225, USA",Ei4xMUEsIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMTFB,1700  BEDFORD AVENUE 11A BROOKLYN NY 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
112,ROOFTOP,"1700 Bedford Ave #11E, Brooklyn, NY 11225, USA",Ei4xMUUsIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMTFF,1700 BEDFORD AVE 11E BROOKLYN 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
113,ROOFTOP,"1700 Bedford Ave #8B, Brooklyn, NY 11225, USA",Ei04QiwgMTcwMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZG03uZyW8KJEZfGdZpoQFiHEgI4Qg,1700 BEDFORD AVE 8B BROOKLYN 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
114,ROOFTOP,"1700 Bedford Ave, Brooklyn, NY 11225, USA",ChIJkbTe5nJbwokRl8Z1mmhAWIc,1700  BEDFORD AVENUE  BROOKLYN NY 11225,40.6646109,-73.9577626,1,11225,OK,street_address,"[-73.9577626, 40.6646109]"
115,ROOFTOP,"1700 Bedford Ave #16A, Brooklyn, NY 11225, USA",Ei4xNkEsIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMTZB,1700  BEDFORD AVENUE 16A Brooklyn NY 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
116,ROOFTOP,"1700 Bedford Ave #19H, Brooklyn, NY 11225, USA",Ei4xOUgsIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMTlI,1700  BEDFORD AVENUE 19H Brooklyn NY 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
117,ROOFTOP,"1700 Bedford Ave #3J, Brooklyn, NY 11225, USA",Ei0zSiwgMTcwMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZG03uZyW8KJEZfGdZpoQFiHEgIzSg,1700 BEDFORD AVE 3J BROOKLYN 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
118,ROOFTOP,"1700 Bedford Ave #2J, Brooklyn, NY 11225, USA",Ei0ySiwgMTcwMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZG03uZyW8KJEZfGdZpoQFiHEgIySg,1700 BEDFORD AVENUE 2J BROOKLYN NY 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
119,ROOFTOP,"1700 Bedford Ave #8B, Brooklyn, NY 11225, USA",Ei04QiwgMTcwMCBCZWRmb3JkIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjI1LCBVU0EiHhocChYKFAoSCZG03uZyW8KJEZfGdZpoQFiHEgI4Qg,1700 BEDFORD AVE 8B BROOKLYN 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
120,ROOFTOP,"1700 Bedford Ave, Brooklyn, NY 11225, USA",ChIJkbTe5nJbwokRl8Z1mmhAWIc,1700 BEDFORD AVENUE 21 D Brooklyn NY 11225,40.6646109,-73.9577626,1,11225,OK,street_address,"[-73.9577626, 40.6646109]"
121,ROOFTOP,"1700 Bedford Ave #18A, Brooklyn, NY 11225, USA",Ei4xOEEsIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMThB,1700 BEDFORD AVENUE  18A BROOKLYN  11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
122,ROOFTOP,"1700 Bedford Ave, Brooklyn, NY 11225, USA",ChIJkbTe5nJbwokRl8Z1mmhAWIc,1700 BEDFORD AVENUE 23 BROOKLYN 11225,40.6646109,-73.9577626,1,11225,OK,street_address,"[-73.9577626, 40.6646109]"
123,ROOFTOP,"1700 Bedford Ave, Brooklyn, NY 11225, USA",ChIJkbTe5nJbwokRl8Z1mmhAWIc,1700 BEDFORD AVENUE BROOKLYN NY 11225,40.6646109,-73.9577626,1,11225,OK,street_address,"[-73.9577626, 40.6646109]"
124,ROOFTOP,"1700 Bedford Ave, Brooklyn, NY 11225, USA",ChIJkbTe5nJbwokRl8Z1mmhAWIc,1700 BEDFORD AVENUE BROOKLYN NY 11225,40.6646109,-73.9577626,1,11225,OK,street_address,"[-73.9577626, 40.6646109]"
125,ROOFTOP,"1700 Bedford Ave #11K, Brooklyn, NY 11225, USA",Ei4xMUssIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMTFL,1700 BEDFORD AVENUE 11K 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
126,ROOFTOP,"1700 Bedford Ave, Brooklyn, NY 11225, USA",ChIJkbTe5nJbwokRl8Z1mmhAWIc,1700 BEDFORD AVENUE BROOKLYN 11225,40.6646109,-73.9577626,1,11225,OK,street_address,"[-73.9577626, 40.6646109]"
127,ROOFTOP,"1700 Bedford Ave #18J, Brooklyn, NY 11225, USA",Ei4xOEosIDE3MDAgQmVkZm9yZCBBdmUsIEJyb29rbHluLCBOWSAxMTIyNSwgVVNBIh8aHQoWChQKEgmRtN7mclvCiRGXxnWaaEBYhxIDMThK,1700 BEDFORD AVENUE 18J BROOKLYN NY 11225,40.6646109,-73.9577626,1,11225,OK,subpremise,"[-73.9577626, 40.6646109]"
128,ROOFTOP,"545 Prospect Pl, Brooklyn, NY 11238, USA",ChIJb4QBbZ9bwokRMi3qvN7EOJw,545  PROSPECT PLACE 7-K Brooklyn NY 11238,40.6757102,-73.958346,2,11238,OK,premise,"[-73.9583459999999, 40.6757102]"
129,ROOFTOP,"480 St Marks Ave, Brooklyn, NY 11238, USA",ChIJw3VqXZ9bwokRDrBMYBKzaDI,480  ST MARKS AVENUE 101 BROOKLYN NY 11238,40.6762522,-73.958897,2,11238,OK,premise,"[-73.958897, 40.6762522]"
130,ROOFTOP,"545 Prospect Pl #10B, Brooklyn, NY 11238, USA",Ei0xMEIsIDU0NSBQcm9zcGVjdCBQbCwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHxodChYKFAoSCW-EAW2fW8KJETIt6rzexDicEgMxMEI,545  PROSPECT PLACE 10B Brooklyn NY 11238,40.6757102,-73.958346,1,11238,OK,subpremise,"[-73.9583459999999, 40.6757102]"
131,ROOFTOP,"545 Prospect Pl #5A, Brooklyn, NY 11238, USA",Eiw1QSwgNTQ1IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJb4QBbZ9bwokRMi3qvN7EOJwSAjVB,545 PROSPECT PLACE 5A BROOKLYN NY 11238,40.6757102,-73.958346,1,11238,OK,subpremise,"[-73.9583459999999, 40.6757102]"
132,ROOFTOP,"699 Classon Ave #10A, Brooklyn, NY 11238, USA",Ei0xMEEsIDY5OSBDbGFzc29uIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjM4LCBVU0EiHxodChYKFAoSCZ0DmWGfW8KJEbetOj9It8cFEgMxMEE,699  CLASSON AVENUE 10A BROOKLYN NY 11238,40.676274,-73.959402,1,11238,OK,subpremise,"[-73.959402, 40.676274]"
133,ROOFTOP,"547 Prospect Pl B3, Brooklyn, NY 11238, USA",EixCMywgNTQ3IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIjGiEKGxIZChQKEgk3EKVxn1vCiRFrxEcXQ2N4YRCjBBICQjM,"547  PROSPECT PLACE B3 Brooklyn, NY 11238",40.6754612,-73.9583582,1,11238,OK,subpremise,"[-73.9583581999999, 40.6754612]"
134,ROOFTOP,"545 Prospect Pl #7M, Brooklyn, NY 11238, USA",Eiw3TSwgNTQ1IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJb4QBbZ9bwokRMi3qvN7EOJwSAjdN,545 PROSPECT PLACE 7M Brooklyn NY 11238,40.6757102,-73.958346,1,11238,OK,subpremise,"[-73.9583459999999, 40.6757102]"
135,ROOFTOP,"523 Prospect Pl, Brooklyn, NY 11238, USA",ChIJv0p-b59bwokRpTBmhnPNRWU,523 PROSPECT PLACE 119 BROOKLYN NY 11238,40.6758528,-73.9588052,2,11238,OK,premise,"[-73.9588052, 40.6758528]"
136,ROOFTOP,"565 Prospect Pl #1A, Brooklyn, NY 11238, USA",EiwxQSwgNTY1IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJaWBQEp9bwokRkLJynGoHkQ0SAjFB,565  PROSPECT PLACE 1A BROOKLYN NY 11238,40.6755927,-73.9575194,1,11238,OK,subpremise,"[-73.9575194, 40.6755927]"
137,ROOFTOP,"492 St Marks Ave, Brooklyn, NY 11238, USA",ChIJ_7f4EZ9bwokR3Zs5KCgdTZk,492 SAINT MARKS AVE  BROOKLYN 11238,40.6762547,-73.9585067,1,11238,OK,premise,"[-73.9585067, 40.6762547]"
138,ROOFTOP,"545 Prospect Pl #5L, Brooklyn, NY 11238, USA",Eiw1TCwgNTQ1IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJb4QBbZ9bwokRMi3qvN7EOJwSAjVM,545  PROSPECT PLACE 5L Brooklyn NY 11238,40.6757102,-73.958346,1,11238,OK,subpremise,"[-73.9583459999999, 40.6757102]"
139,ROOFTOP,"545 Prospect Pl #6A, Brooklyn, NY 11238, USA",Eiw2QSwgNTQ1IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJb4QBbZ9bwokRMi3qvN7EOJwSAjZB,545 PROSPECT PL 6A BROOKLYN 11238,40.6757102,-73.958346,1,11238,OK,subpremise,"[-73.9583459999999, 40.6757102]"
140,ROOFTOP,"565 Prospect Pl #5D, Brooklyn, NY 11238, USA",Eiw1RCwgNTY1IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJaWBQEp9bwokRkLJynGoHkQ0SAjVE,565  PROSPECT PLACE 5D Brooklyn NY 11238,40.6755927,-73.9575194,1,11238,OK,subpremise,"[-73.9575194, 40.6755927]"
141,ROOFTOP,"565 Prospect Pl, Brooklyn, NY 11238, USA",ChIJ2ekGEp9bwokRNpLIePS6-n8,565  PROSPECT PLACE BE Brooklyn NY 11238,40.6754442,-73.9577071,1,11238,OK,"establishment,point_of_interest","[-73.9577071, 40.6754442]"
142,ROOFTOP,"545 Prospect Pl #3B, Brooklyn, NY 11238, USA",EiwzQiwgNTQ1IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJb4QBbZ9bwokRMi3qvN7EOJwSAjNC,545  PROSPECT PLACE 3 B Brooklyn NY 11238,40.6757102,-73.958346,1,11238,OK,subpremise,"[-73.9583459999999, 40.6757102]"
143,ROOFTOP,"545 Prospect Pl, Brooklyn, NY 11238, USA",ChIJb4QBbZ9bwokRMi3qvN7EOJw,545 PROSPECT PLACE BF Brooklyn NY 11238,40.6757102,-73.958346,1,11238,OK,premise,"[-73.9583459999999, 40.6757102]"
144,ROOFTOP,"545 Prospect Pl, Brooklyn, NY 11238, USA",ChIJb4QBbZ9bwokRMi3qvN7EOJw,545 PROSPECT PLACE 3 M BROOKLYN NY 11238,40.6757102,-73.958346,2,11238,OK,premise,"[-73.9583459999999, 40.6757102]"
145,ROOFTOP,"545 Prospect Pl #3M, Brooklyn, NY 11238, USA",EiwzTSwgNTQ1IFByb3NwZWN0IFBsLCBCcm9va2x5biwgTlkgMTEyMzgsIFVTQSIeGhwKFgoUChIJb4QBbZ9bwokRMi3qvN7EOJwSAjNN,545 PROSPECT PL 3M BROOKLYN 11238,40.6757102,-73.958346,1,11238,OK,subpremise,"[-73.9583459999999, 40.6757102]"
146,ROOFTOP,"523 Prospect Pl, Brooklyn, NY 11238, USA",ChIJv0p-b59bwokRpTBmhnPNRWU,523 PROSPECT PLACE 112 Brooklyn NY 11238,40.6758528,-73.9588052,2,11238,OK,premise,"[-73.9588052, 40.6758528]"
147,ROOFTOP,"480 St Marks Ave, Brooklyn, NY 11238, USA",ChIJw3VqXZ9bwokRDrBMYBKzaDI,480  ST MARKS AVENUE 311 Brooklyn NY 11238,40.6762522,-73.958897,2,11238,OK,premise,"[-73.958897, 40.6762522]"
148,ROOFTOP,"551 Prospect Pl, Brooklyn, NY 11238, USA",ChIJM8Yue59bwokRoGmCMIxvaZE,"551  PROSPECT PLACE 302 BROOKLYN, NY 11238",40.6756581,-73.9589536,2,11238,OK,street_address,"[-73.9589536, 40.6756581]"
149,ROOFTOP,"523 Prospect Pl, Brooklyn, NY 11238, USA",ChIJv0p-b59bwokRpTBmhnPNRWU,"523  PROSPECT PLACE 114 BROOKLYN, NY 11238",40.6758528,-73.9588052,2,11238,OK,premise,"[-73.9588052, 40.6758528]"
